model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,batch-repeat,assert,date
ba-1m-8m,1000000,7999964,1,2,631.45172,100000,0,1225.709564,22169,111826,1856147,0,-1,-1,2021-09-27.19:33:29
er-1m-8m,1000000,8000000,1,2,926.278305,100000,0,331.713047,39510,55197,664169,0,-1,-1,2021-09-27.19:34:33
ba-1m-8m,1000000,7999964,1,3,543.092824,0,100000,34.878767,22169,0,155486,22169,-1,-1,2021-09-27.19:40:28
er-1m-8m,1000000,8000000,1,3,867.123861,0,100000,39.297815,39510,0,435368,39510,-1,-1,2021-09-27.19:41:18
ba-1m-8m,1000000,7999964,1,2,628.922961,0,100000,258.964609,22169,0,310972,0,-1,-1,2021-09-27.19:46:42
er-1m-8m,1000000,8000000,1,2,930.778135,0,100000,380.259585,39510,0,870736,0,-1,-1,2021-09-27.19:47:46
ba-1m-8m,1000000,7999964,1,3,551.356772,100000,0,158.282962,22169,166722,1856147,358468,-1,-1,2021-09-27.19:53:41
er-1m-8m,1000000,8000000,1,3,856.541655,100000,0,83.001687,39510,66758,664169,434218,-1,-1,2021-09-27.19:54:31
ba-1m-8m,1000000,7999964,1,13,552.74652,100000,0,231.296146,22169,156375,1711731,104530,4,-1,2021-09-27.19:59:46
er-1m-8m,1000000,8000000,1,13,862.337325,100000,0,120.212146,39510,62720,631097,53556,5,-1,2021-09-27.20:00:36
ba-1m-8m,1000000,7999964,1,2,634.846875,100000,0,1227.191984,22169,111826,1856147,0,-1,-1,2021-09-27.20:35:59
er-1m-8m,1000000,8000000,1,2,932.643062,100000,0,334.212487,39510,55197,664169,0,-1,-1,2021-09-27.20:37:03
ba-1m-8m,1000000,7999964,1,3,548.953165,0,100000,34.860039,22169,0,155486,22169,-1,-1,2021-09-27.20:43:00
er-1m-8m,1000000,8000000,1,3,878.106451,0,100000,39.366994,39510,0,435368,39510,-1,-1,2021-09-27.20:43:50
ba-1m-8m,1000000,7999964,1,2,636.453765,0,100000,259.016551,22169,0,310972,0,-1,-1,2021-09-27.20:49:16
er-1m-8m,1000000,8000000,1,2,937.519397,0,100000,384.456019,39510,0,870736,0,-1,-1,2021-09-27.20:50:21
ba-1m-8m,1000000,7999964,1,3,560.487772,100000,0,159.421197,22169,166722,1856147,358468,-1,-1,2021-09-27.20:56:17
er-1m-8m,1000000,8000000,1,3,870.286687,100000,0,83.397619,39510,66758,664169,434218,-1,-1,2021-09-27.20:57:07
ba-1m-8m,1000000,7999964,1,13,557.249281,100000,0,232.176715,22169,156375,1711731,104530,4,-1,2021-09-27.21:02:25
er-1m-8m,1000000,8000000,1,13,866.987228,100000,0,120.129048,39510,62720,631097,53556,5,-1,2021-09-27.21:03:14
ba-1m-8m,1000000,7999964,1,2,630.94955,100000,0,1225.93117,22169,111826,1856147,0,-1,-1,2021-09-27.21:38:39
er-1m-8m,1000000,8000000,1,2,927.245714,100000,0,329.859895,39510,55197,664169,0,-1,-1,2021-09-27.21:39:42
ba-1m-8m,1000000,7999964,1,3,546.131088,0,100000,34.661932,22169,0,155486,22169,-1,-1,2021-09-27.21:45:37
er-1m-8m,1000000,8000000,1,3,918.104123,0,100000,39.466839,39510,0,435368,39510,-1,-1,2021-09-27.21:46:28
ba-1m-8m,1000000,7999964,1,2,637.370363,0,100000,261.299776,22169,0,310972,0,-1,-1,2021-09-27.21:51:54
er-1m-8m,1000000,8000000,1,2,938.970563,0,100000,382.664126,39510,0,870736,0,-1,-1,2021-09-27.21:52:58
ba-1m-8m,1000000,7999964,1,3,560.071716,100000,0,159.227027,22169,166722,1856147,358468,-1,-1,2021-09-27.21:58:55
er-1m-8m,1000000,8000000,1,3,864.894731,100000,0,83.014553,39510,66758,664169,434218,-1,-1,2021-09-27.21:59:44
ba-1m-8m,1000000,7999964,1,13,557.958034,100000,0,231.722801,22169,156375,1711731,104530,4,-1,2021-09-27.22:05:01
er-1m-8m,1000000,8000000,1,13,859.908387,100000,0,119.660025,39510,62720,631097,53556,5,-1,2021-09-27.22:05:50
ba-1m-8m,1000000,7999964,1,2,632.165264,100000,0,1217.196875,22169,111826,1856147,0,-1,-1,2021-09-27.22:41:13
er-1m-8m,1000000,8000000,1,2,930.866582,100000,0,328.693152,39510,55197,664169,0,-1,-1,2021-09-27.22:42:17
ba-1m-8m,1000000,7999964,1,3,543.722856,0,100000,34.702206,22169,0,155486,22169,-1,-1,2021-09-27.22:48:13
er-1m-8m,1000000,8000000,1,3,859.882497,0,100000,39.587262,39510,0,435368,39510,-1,-1,2021-09-27.22:49:03
ba-1m-8m,1000000,7999964,1,2,625.407401,0,100000,260.737304,22169,0,310972,0,-1,-1,2021-09-27.22:54:27
er-1m-8m,1000000,8000000,1,2,929.441922,0,100000,381.880776,39510,0,870736,0,-1,-1,2021-09-27.22:55:32
ba-1m-8m,1000000,7999964,1,3,554.758718,100000,0,158.395982,22169,166722,1856147,358468,-1,-1,2021-09-27.23:01:27
er-1m-8m,1000000,8000000,1,3,855.785582,100000,0,82.900065,39510,66758,664169,434218,-1,-1,2021-09-27.23:02:16
ba-1m-8m,1000000,7999964,1,13,562.061039,100000,0,231.489519,22169,156375,1711731,104530,4,-1,2021-09-27.23:07:32
er-1m-8m,1000000,8000000,1,13,859.647094,100000,0,120.755799,39510,62720,631097,53556,5,-1,2021-09-27.23:08:22
ba-1m-8m,1000000,7999964,1,2,633.700125,100000,0,1222.192797,22169,111826,1856147,0,-1,-1,2021-09-27.23:43:45
er-1m-8m,1000000,8000000,1,2,924.372603,100000,0,330.445435,39510,55197,664169,0,-1,-1,2021-09-27.23:44:49
ba-1m-8m,1000000,7999964,1,3,546.491236,0,100000,34.784967,22169,0,155486,22169,-1,-1,2021-09-27.23:50:44
er-1m-8m,1000000,8000000,1,3,864.16363,0,100000,39.17965,39510,0,435368,39510,-1,-1,2021-09-27.23:51:34
ba-1m-8m,1000000,7999964,1,2,631.582951,0,100000,261.072614,22169,0,310972,0,-1,-1,2021-09-27.23:56:59
er-1m-8m,1000000,8000000,1,2,928.182738,0,100000,380.562305,39510,0,870736,0,-1,-1,2021-09-27.23:58:03
ba-1m-8m,1000000,7999964,1,3,553.823233,100000,0,158.326768,22169,166722,1856147,358468,-1,-1,2021-09-28.00:03:57
er-1m-8m,1000000,8000000,1,3,863.032376,100000,0,83.1304,39510,66758,664169,434218,-1,-1,2021-09-28.00:04:47
ba-1m-8m,1000000,7999964,1,13,553.577872,100000,0,232.296448,22169,156375,1711731,104530,4,-1,2021-09-28.00:10:03
