model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,relabel,tag,subtag,assert,Insert,Delete,date
patent,6009555,16518947,16,4,3681.382097,400000,0,269.844223,407773,746457,7787949,327,360,234703,-1,-1,-1,2022-10-05.01:45:16
patent,6009555,16518947,16,4,3646.187360,0,400000,151.633469,373424,0,4216780,0,0,0,-1,-1,-1,2022-10-05.01:45:58
patent,-1,-1,16,41,-1,400000,400000,-1,-1,-1,-1,-1,-1,-1,-1,2327.14,1328.89,2022-10-05.01:47:17
patent,-1,-1,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-05.02:47:17
patent,6009555,16518947,16,4,3669.914435,0,500000,189.069927,466731,0,5218697,0,0,0,-1,-1,-1,2022-10-05.02:47:59
patent,-1,-1,16,41,-1,500000,500000,-1,-1,-1,-1,-1,-1,-1,-1,2443.78,1647.59,2022-10-05.02:49:19
patent,6009555,16518947,16,4,3640.028850,600000,0,393.150320,607449,1136690,11830751,618,660,373392,-1,-1,-1,2022-10-05.02:50:04
patent,6009555,16518947,16,4,3658.705783,0,600000,225.746195,557456,0,6285698,0,0,0,-1,-1,-1,2022-10-05.02:50:45
patent,-1,-1,16,41,-1,600000,600000,-1,-1,-1,-1,-1,-1,-1,-1,2724.55,1909.73,2022-10-05.02:52:07
patent,6009555,16518947,16,4,3638.066073,700000,0,458.862819,708605,1338220,13959319,769,833,447211,-1,-1,-1,2022-10-05.02:52:51
patent,6009555,16518947,16,4,3660.558514,0,700000,261.486593,650345,0,7303639,0,0,0,-1,-1,-1,2022-10-05.02:53:33
patent,-1,-1,16,41,-1,700000,700000,-1,-1,-1,-1,-1,-1,-1,-1,2921,2199.6,2022-10-05.02:54:55
patent,6009555,16518947,16,4,3624.082083,800000,0,523.820434,809380,1541551,16309067,953,1035,521840,-1,-1,-1,2022-10-05.02:55:40
patent,6009555,16518947,16,4,3701.919600,0,800000,306.893429,739038,0,8326673,0,0,0,-1,-1,-1,2022-10-05.02:56:22
patent,-1,-1,16,41,-1,800000,800000,-1,-1,-1,-1,-1,-1,-1,-1,3416.04,2524.39,2022-10-05.02:57:45
patent,6009555,16518947,16,4,3668.360992,900000,0,592.260153,910324,1748369,18469258,1127,1215,598817,-1,-1,-1,2022-10-05.02:58:30
patent,6009555,16518947,16,4,3715.434109,0,900000,315.493087,832754,0,9419378,0,0,0,-1,-1,-1,2022-10-05.02:59:12
patent,-1,-1,16,41,-1,900000,900000,-1,-1,-1,-1,-1,-1,-1,-1,3625.46,2878.24,2022-10-05.03:00:36
patent,6009555,16518947,16,4,3689.699413,1000000,0,640.439370,1010979,1964503,20699133,1390,1524,687434,-1,-1,-1,2022-10-05.03:01:21
patent,6009555,16518947,16,4,3685.382845,0,1000000,367.190175,922301,0,10236237,0,0,0,-1,-1,-1,2022-10-05.03:02:03
patent,-1,-1,16,41,-1,1000000,1000000,-1,-1,-1,-1,-1,-1,-1,-1,3446.92,3164.9,2022-10-05.03:03:28
pokec,1632804,22301964,16,4,1645.064518,100000,0,86.475808,83878,144710,3786121,27,30,40037,-1,-1,-1,2022-10-05.03:04:00
pokec,1632804,22301964,16,4,1644.550576,0,100000,39.606810,74847,0,1917725,0,0,0,-1,-1,-1,2022-10-05.03:04:29
pokec,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1930.13,424.657,2022-10-05.03:05:41
pokec,1632804,22301964,16,4,1648.875159,200000,0,168.164797,173491,303353,9296753,114,126,88828,-1,-1,-1,2022-10-05.03:06:12
pokec,1632804,22301964,16,4,1641.269644,0,200000,85.143694,155393,0,4571845,0,0,0,-1,-1,-1,2022-10-05.03:06:41
pokec,-1,-1,16,41,-1,200000,200000,-1,-1,-1,-1,-1,-1,-1,-1,2256.22,879.405,2022-10-05.03:07:54
pokec,-1,-1,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,`group_id,-1,-1,2022-10-05.03:20:54
pokec,1632804,22301964,16,4,1610.722469,0,300000,329.047057,329392,0,17413498,0,0,0,-1,-1,-1,2022-10-05.03:21:23
pokec,-1,-1,16,41,-1,300000,300000,-1,-1,-1,-1,-1,-1,-1,-1,2673.06,1329.7,2022-10-05.03:22:38
pokec,1632804,22301964,16,4,1600.223583,400000,0,1143.500368,439320,814753,37838969,997,1144,288600,-1,-1,-1,2022-10-05.03:23:10
pokec,1632804,22301964,16,4,1630.598563,0,400000,367.455436,404167,0,20760107,0,0,0,-1,-1,-1,2022-10-05.03:23:39
