model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,batch-repeat,snum,assert,date
rmat-1m-8m,999760,7810950,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:15
rmat-1m-8m,999760,7810950,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:18
rmat-1m-8m,999760,7810950,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:21
rmat-1m-8m,999760,7810950,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:24
roadNetCA,1971281,5533214,1,3,88.021282,0,100000,18.249191,192298,0,17,192298,-1,100000,-1,2021-10-13.18:21:26
roadNetCA,1971281,5533214,1,3,110.659080,0,100000,18.817908,177711,0,215,177711,-1,200000,-1,2021-10-13.18:21:28
roadNetCA,1971281,5533214,1,3,153.355751,0,100000,19.471546,151422,0,1686,151422,-1,400000,-1,2021-10-13.18:21:30
roadNetCA,1971281,5533214,1,3,223.438190,0,100000,19.657205,111827,0,13899,111827,-1,800000,-1,2021-10-13.18:21:32
roadNetCA,1971281,5533214,1,3,379.505896,0,100000,32.894135,152328,0,232442,152328,-1,1600000,-1,2021-10-13.18:21:35
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:36
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:38
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:40
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:41
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:43
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:21:44
ssca2,1048577,157877986,1,3,72.497217,0,100000,19.859896,180465,0,107,180465,-1,100000,-1,2021-10-13.18:22:31
ssca2,1048577,157877986,1,3,106.865215,0,100000,20.083521,147317,0,1472,147317,-1,200000,-1,2021-10-13.18:23:17
ssca2,1048577,157877986,1,3,171.404047,0,100000,21.548648,110805,0,31108,110805,-1,400000,-1,2021-10-13.18:24:04
ssca2,1048577,157877986,1,3,270.493160,0,100000,34.855111,128472,0,171867,128472,-1,800000,-1,2021-10-13.18:24:51
ssca2,1048577,157877986,1,3,389.584543,0,100000,42.272617,116983,0,334482,116983,-1,1600000,-1,2021-10-13.18:25:38
ssca2,1048577,157877986,1,3,506.558320,0,100000,57.641103,135878,0,898820,135878,-1,3200000,-1,2021-10-13.18:26:26
ssca2,1048577,157877986,1,3,602.771334,0,100000,74.894873,151760,0,2070189,151760,-1,6400000,-1,2021-10-13.18:27:15
ssca2,1048577,157877986,1,3,734.878344,0,100000,106.822978,172508,0,4739533,172508,-1,12800000,-1,2021-10-13.18:28:06
ssca2,1048577,157877986,1,3,903.862828,0,100000,160.387767,206741,0,11341581,206741,-1,25600000,-1,2021-10-13.18:28:59
ssca2,1048577,157877986,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:29:44
ssca2,1048577,157877986,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:30:29
wiki-links,5710993,130160392,1,3,219.078435,0,100000,21.488013,159850,0,740,159850,-1,100000,-1,2021-10-13.18:32:02
wiki-links,5710993,130160392,1,3,254.537863,0,100000,23.035993,135045,0,23915,135045,-1,200000,-1,2021-10-13.18:33:35
wiki-links,5710993,130160392,1,3,337.676318,0,100000,26.687727,119062,0,49735,119062,-1,400000,-1,2021-10-13.18:35:08
wiki-links,5710993,130160392,1,3,452.124508,0,100000,33.713131,112135,0,126856,112135,-1,800000,-1,2021-10-13.18:36:42
wiki-links,5710993,130160392,1,3,669.015175,0,100000,42.428962,105648,0,259091,105648,-1,1600000,-1,2021-10-13.18:38:17
wiki-links,5710993,130160392,1,3,986.325683,0,100000,58.244487,103875,0,604318,103875,-1,3200000,-1,2021-10-13.18:39:52
wiki-links,5710993,130160392,1,3,1498.637199,0,100000,84.980792,105861,0,1283990,105861,-1,6400000,-1,2021-10-13.18:41:29
wiki-links,5710993,130160392,1,3,2267.371415,0,100000,131.484012,109850,0,2611801,109850,-1,12800000,-1,2021-10-13.18:43:09
wiki-links,5710993,130160392,1,3,3526.570644,0,100000,261.369970,113149,0,7496002,113149,-1,25600000,-1,2021-10-13.18:44:54
wiki-links,5710993,130160392,1,3,5642.835688,0,100000,389.807314,110030,0,11257204,110030,-1,51200000,-1,2021-10-13.18:46:49
wiki-links,5710993,130160392,1,3,9007.264456,0,100000,781.232901,128984,0,29880544,128984,-1,102400000,-1,2021-10-13.18:49:00
wikitalk,2394385,5021410,1,3,91.883796,0,100000,20.453026,107005,0,118238,107005,-1,100000,-1,2021-10-13.18:49:02
wikitalk,2394385,5021410,1,3,105.990088,0,100000,29.381080,100738,0,295220,100738,-1,200000,-1,2021-10-13.18:49:03
wikitalk,2394385,5021410,1,3,129.518754,0,100000,47.768060,101010,0,836114,101010,-1,400000,-1,2021-10-13.18:49:05
wikitalk,2394385,5021410,1,3,171.250231,0,100000,77.309328,100835,0,1791148,100835,-1,800000,-1,2021-10-13.18:49:07
wikitalk,2394385,5021410,1,3,241.766389,0,100000,133.671099,100563,0,3760246,100563,-1,1600000,-1,2021-10-13.18:49:09
wikitalk,2394385,5021410,1,3,361.196175,0,100000,244.746781,100686,0,7686622,100686,-1,3200000,-1,2021-10-13.18:49:12
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:49:14
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:49:15
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:49:16
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:49:18
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:49:19
wiki_talk_en,2987536,24981163,1,3,115.969784,0,100000,22.065273,107458,0,126608,107458,-1,100000,-1,2021-10-13.18:49:24
wiki_talk_en,2987536,24981163,1,3,130.179006,0,100000,32.200741,101253,0,333804,101253,-1,200000,-1,2021-10-13.18:49:28
wiki_talk_en,2987536,24981163,1,3,149.301088,0,100000,49.692072,100492,0,747389,100492,-1,400000,-1,2021-10-13.18:49:33
wiki_talk_en,2987536,24981163,1,3,191.344234,0,100000,82.130384,100096,0,1576821,100096,-1,800000,-1,2021-10-13.18:49:38
wiki_talk_en,2987536,24981163,1,3,261.511052,0,100000,157.295485,100798,0,4010598,100798,-1,1600000,-1,2021-10-13.18:49:43
wiki_talk_en,2987536,24981163,1,3,378.893187,0,100000,264.364865,99781,0,6618331,99781,-1,3200000,-1,2021-10-13.18:49:49
wiki_talk_en,2987536,24981163,1,3,569.194923,0,100000,580.399111,100642,0,16742054,100642,-1,6400000,-1,2021-10-13.18:49:56
wiki_talk_en,2987536,24981163,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:50:00
wiki_talk_en,2987536,24981163,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:50:04
wiki_talk_en,2987536,24981163,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:50:08
wiki_talk_en,2987536,24981163,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:50:12
ba-1m-8m,1000000,7999964,1,2,111.697789,0,100000,115.548980,166972,0,0,0,-1,100000,-1,2021-10-13.18:50:16
ba-1m-8m,1000000,7999964,1,2,143.102483,0,100000,128.886421,129555,0,8284,0,-1,200000,-1,2021-10-13.18:50:20
ba-1m-8m,1000000,7999964,1,2,192.079701,0,100000,147.299740,111814,0,156822,0,-1,400000,-1,2021-10-13.18:50:24
ba-1m-8m,1000000,7999964,1,2,270.887399,0,100000,179.101633,109467,0,251754,0,-1,800000,-1,2021-10-13.18:50:28
ba-1m-8m,1000000,7999964,1,2,365.840518,0,100000,226.204666,111962,0,578096,0,-1,1600000,-1,2021-10-13.18:50:34
ba-1m-8m,1000000,7999964,1,2,484.763496,0,100000,241.655586,66432,0,492472,0,-1,3200000,-1,2021-10-13.18:50:42
ba-1m-8m,1000000,7999964,1,2,631.284984,0,100000,299.439334,52159,0,757004,0,-1,6400000,-1,2021-10-13.18:50:54
ba-1m-8m,1000000,7999964,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:50:57
ba-1m-8m,1000000,7999964,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:51:00
ba-1m-8m,1000000,7999964,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:51:03
ba-1m-8m,1000000,7999964,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:51:06
baidu,2141301,17794839,1,2,196.853841,0,100000,119.478227,137804,0,36838,0,-1,100000,-1,2021-10-13.18:51:26
baidu,2141301,17794839,1,2,220.863022,0,100000,137.792675,115128,0,125824,0,-1,200000,-1,2021-10-13.18:51:46
baidu,2141301,17794839,1,2,263.373232,0,100000,151.444951,107267,0,296334,0,-1,400000,-1,2021-10-13.18:52:06
baidu,2141301,17794839,1,2,315.811362,0,100000,173.174729,106148,0,955522,0,-1,800000,-1,2021-10-13.18:52:27
baidu,2141301,17794839,1,2,409.165208,0,100000,185.059286,98877,0,1031366,0,-1,1600000,-1,2021-10-13.18:52:48
baidu,2141301,17794839,1,2,551.435064,0,100000,233.436483,102811,0,3950536,0,-1,3200000,-1,2021-10-13.18:53:10
baidu,2141301,17794839,1,2,779.727954,0,100000,263.454988,99431,0,5010600,0,-1,6400000,-1,2021-10-13.18:53:33
baidu,2141301,17794839,1,2,1146.231189,0,100000,327.410968,97301,0,8575960,0,-1,12800000,-1,2021-10-13.18:53:58
baidu,2141301,17794839,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:54:15
baidu,2141301,17794839,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:54:32
baidu,2141301,17794839,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:54:50
dbpedia,3966925,13820853,1,2,346.789826,0,100000,127.313649,145699,0,21722,0,-1,100000,-1,2021-10-13.18:55:01
dbpedia,3966925,13820853,1,2,373.849444,0,100000,145.729009,128833,0,36096,0,-1,200000,-1,2021-10-13.18:55:13
dbpedia,3966925,13820853,1,2,422.995268,0,100000,163.552166,117442,0,132154,0,-1,400000,-1,2021-10-13.18:55:25
dbpedia,3966925,13820853,1,2,504.082380,0,100000,191.259052,109557,0,145760,0,-1,800000,-1,2021-10-13.18:55:38
dbpedia,3966925,13820853,1,2,651.437175,0,100000,239.660182,105216,0,481584,0,-1,1600000,-1,2021-10-13.18:55:51
dbpedia,3966925,13820853,1,2,869.020948,0,100000,321.714056,101668,0,588488,0,-1,3200000,-1,2021-10-13.18:56:06
dbpedia,3966925,13820853,1,2,1207.823823,0,100000,481.929643,100240,0,1226164,0,-1,6400000,-1,2021-10-13.18:56:23
dbpedia,3966925,13820853,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:56:32
dbpedia,3966925,13820853,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:56:42
dbpedia,3966925,13820853,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:56:51
dbpedia,3966925,13820853,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:57:01
er-1m-8m,1000000,8000000,1,2,116.979737,0,100000,122.923512,181188,0,0,0,-1,100000,-1,2021-10-13.18:57:07
er-1m-8m,1000000,8000000,1,2,153.324338,0,100000,136.939815,148564,0,0,0,-1,200000,-1,2021-10-13.18:57:13
er-1m-8m,1000000,8000000,1,2,216.121188,0,100000,146.096744,99601,0,0,0,-1,400000,-1,2021-10-13.18:57:19
er-1m-8m,1000000,8000000,1,2,312.905740,0,100000,219.763541,157399,0,509614,0,-1,800000,-1,2021-10-13.18:57:26
er-1m-8m,1000000,8000000,1,2,450.383802,0,100000,185.293282,44238,0,93362,0,-1,1600000,-1,2021-10-13.18:57:35
er-1m-8m,1000000,8000000,1,2,601.614044,0,100000,221.068225,36244,0,229034,0,-1,3200000,-1,2021-10-13.18:57:46
er-1m-8m,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:57:55
er-1m-8m,1000000,8000000,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:58:00
er-1m-8m,1000000,8000000,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:58:05
er-1m-8m,1000000,8000000,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:58:11
er-1m-8m,1000000,8000000,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.18:58:16
livej,4847571,68993773,1,2,414.909167,0,100000,130.317489,176536,0,686,0,-1,100000,-1,2021-10-13.18:58:50
livej,4847571,68993773,1,2,457.352653,0,100000,150.952708,152296,0,28512,0,-1,200000,-1,2021-10-13.18:59:25
livej,4847571,68993773,1,2,526.251781,0,100000,165.804474,129643,0,78914,0,-1,400000,-1,2021-10-13.19:00:00
livej,4847571,68993773,1,2,641.193814,0,100000,186.248034,116186,0,230404,0,-1,800000,-1,2021-10-13.19:00:35
livej,4847571,68993773,1,2,833.835730,0,100000,207.956530,109354,0,513182,0,-1,1600000,-1,2021-10-13.19:01:12
livej,4847571,68993773,1,2,1118.833073,0,100000,236.437188,108282,0,1223270,0,-1,3200000,-1,2021-10-13.19:01:50
livej,4847571,68993773,1,2,1566.736847,0,100000,260.152533,104852,0,2486632,0,-1,6400000,-1,2021-10-13.19:02:31
livej,4847571,68993773,1,2,2283.217949,0,100000,282.340871,103183,0,4402898,0,-1,12800000,-1,2021-10-13.19:03:16
livej,4847571,68993773,1,2,3433.408293,0,100000,307.610737,103166,0,7953240,0,-1,25600000,-1,2021-10-13.19:04:05
livej,4847571,68993773,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:04:36
livej,4847571,68993773,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:05:07
patent,6009555,16518948,1,2,524.344461,0,100000,137.067091,188817,0,24,0,-1,100000,-1,2021-10-13.19:05:31
patent,6009555,16518948,1,2,573.516119,0,100000,159.340603,170175,0,564,0,-1,200000,-1,2021-10-13.19:05:55
patent,6009555,16518948,1,2,663.588799,0,100000,172.124217,142751,0,8516,0,-1,400000,-1,2021-10-13.19:06:19
patent,6009555,16518948,1,2,816.720123,0,100000,192.143328,116844,0,74834,0,-1,800000,-1,2021-10-13.19:06:45
patent,6009555,16518948,1,2,1069.732483,0,100000,221.666430,114979,0,260516,0,-1,1600000,-1,2021-10-13.19:07:12
patent,6009555,16518948,1,2,1449.895360,0,100000,259.339127,105780,0,518438,0,-1,3200000,-1,2021-10-13.19:07:42
patent,6009555,16518948,1,2,2031.156451,0,100000,308.524832,105225,0,1074310,0,-1,6400000,-1,2021-10-13.19:08:15
patent,6009555,16518948,1,2,2934.720640,0,100000,339.388565,100734,0,2075470,0,-1,12800000,-1,2021-10-13.19:08:53
patent,6009555,16518948,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:09:12
patent,6009555,16518948,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:09:32
patent,6009555,16518948,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:09:51
pokec,1632804,30622564,1,2,166.789046,0,100000,122.562262,170346,0,36,0,-1,100000,-1,2021-10-13.19:10:08
pokec,1632804,30622564,1,2,199.813286,0,100000,135.787846,129419,0,3544,0,-1,200000,-1,2021-10-13.19:10:26
pokec,1632804,30622564,1,2,252.790202,0,100000,164.945339,120809,0,208378,0,-1,400000,-1,2021-10-13.19:10:44
pokec,1632804,30622564,1,2,337.089901,0,100000,183.568739,101271,0,283096,0,-1,800000,-1,2021-10-13.19:11:02
pokec,1632804,30622564,1,2,452.586655,0,100000,207.810297,87240,0,426170,0,-1,1600000,-1,2021-10-13.19:11:21
pokec,1632804,30622564,1,2,616.669712,0,100000,393.921679,170032,0,3715318,0,-1,3200000,-1,2021-10-13.19:11:42
pokec,1632804,30622564,1,2,867.430861,0,100000,279.211935,86985,0,2178906,0,-1,6400000,-1,2021-10-13.19:12:04
pokec,1632804,30622564,1,2,1268.690049,0,100000,307.390986,85314,0,3781310,0,-1,12800000,-1,2021-10-13.19:12:29
pokec,1632804,30622564,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:12:44
pokec,1632804,30622564,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:13:00
pokec,1632804,30622564,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:13:16
rmat-1m-8m,999760,7810950,1,2,89.534096,0,100000,96.470865,118139,0,275110,0,-1,100000,-1,2021-10-13.19:13:19
rmat-1m-8m,999760,7810950,1,2,101.638655,0,100000,111.277277,104511,0,862504,0,-1,200000,-1,2021-10-13.19:13:22
rmat-1m-8m,999760,7810950,1,2,121.573629,0,100000,127.740545,102081,0,2034874,0,-1,400000,-1,2021-10-13.19:13:26
rmat-1m-8m,999760,7810950,1,2,147.441793,0,100000,147.262273,101188,0,4416746,0,-1,800000,-1,2021-10-13.19:13:30
rmat-1m-8m,999760,7810950,1,2,192.361216,0,100000,177.253292,100556,0,8996058,0,-1,1600000,-1,2021-10-13.19:13:34
rmat-1m-8m,999760,7810950,1,2,258.435479,0,100000,229.522045,100040,0,18337534,0,-1,3200000,-1,2021-10-13.19:13:38
rmat-1m-8m,999760,7810950,1,2,372.818425,0,100000,324.600763,100600,0,37018304,0,-1,6400000,-1,2021-10-13.19:13:43
rmat-1m-8m,999760,7810950,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:13:46
rmat-1m-8m,999760,7810950,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:13:49
rmat-1m-8m,999760,7810950,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:13:52
rmat-1m-8m,999760,7810950,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:13:55
roadNetCA,1971281,5533214,1,2,169.636751,0,100000,113.158199,192298,0,34,0,-1,100000,-1,2021-10-13.19:13:57
roadNetCA,1971281,5533214,1,2,188.455845,0,100000,126.457910,177711,0,430,0,-1,200000,-1,2021-10-13.19:14:00
roadNetCA,1971281,5533214,1,2,227.153992,0,100000,134.640308,151422,0,3372,0,-1,400000,-1,2021-10-13.19:14:02
roadNetCA,1971281,5533214,1,2,302.814095,0,100000,142.037164,111827,0,27798,0,-1,800000,-1,2021-10-13.19:14:05
roadNetCA,1971281,5533214,1,2,462.944486,0,100000,198.811750,152328,0,464884,0,-1,1600000,-1,2021-10-13.19:14:10
roadNetCA,1971281,5533214,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:14:11
roadNetCA,1971281,5533214,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:14:13
roadNetCA,1971281,5533214,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:14:14
roadNetCA,1971281,5533214,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:14:16
roadNetCA,1971281,5533214,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:14:18
roadNetCA,1971281,5533214,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:14:19
ssca2,1048577,157877986,1,2,117.603574,0,100000,118.136568,180465,0,214,0,-1,100000,-1,2021-10-13.19:15:06
ssca2,1048577,157877986,1,2,156.849638,0,100000,136.385359,147317,0,2944,0,-1,200000,-1,2021-10-13.19:15:53
ssca2,1048577,157877986,1,2,222.870993,0,100000,148.915225,110805,0,62216,0,-1,400000,-1,2021-10-13.19:16:40
ssca2,1048577,157877986,1,2,317.824007,0,100000,197.914489,128472,0,343734,0,-1,800000,-1,2021-10-13.19:17:28
ssca2,1048577,157877986,1,2,436.042021,0,100000,237.394045,116983,0,668964,0,-1,1600000,-1,2021-10-13.19:18:17
ssca2,1048577,157877986,1,2,557.093197,0,100000,276.269414,135878,0,1797640,0,-1,3200000,-1,2021-10-13.19:19:07
ssca2,1048577,157877986,1,2,649.503146,0,100000,294.797626,151760,0,4140378,0,-1,6400000,-1,2021-10-13.19:19:58
ssca2,1048577,157877986,1,2,788.405848,0,100000,319.543364,172508,0,9479066,0,-1,12800000,-1,2021-10-13.19:20:52
ssca2,1048577,157877986,1,2,968.443444,0,100000,380.417835,206741,0,22683162,0,-1,25600000,-1,2021-10-13.19:21:50
ssca2,1048577,157877986,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:22:36
ssca2,1048577,157877986,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:23:21
wiki-links,5710993,130160392,1,2,484.667163,0,100000,136.824025,159850,0,1480,0,-1,100000,-1,2021-10-13.19:24:54
wiki-links,5710993,130160392,1,2,524.807765,0,100000,158.350254,135045,0,47830,0,-1,200000,-1,2021-10-13.19:26:29
wiki-links,5710993,130160392,1,2,597.629887,0,100000,172.651780,119062,0,99470,0,-1,400000,-1,2021-10-13.19:28:03
wiki-links,5710993,130160392,1,2,713.077156,0,100000,192.536621,112135,0,253712,0,-1,800000,-1,2021-10-13.19:29:38
wiki-links,5710993,130160392,1,2,901.856472,0,100000,214.951008,105648,0,518182,0,-1,1600000,-1,2021-10-13.19:31:14
wiki-links,5710993,130160392,1,2,1194.428242,0,100000,245.813462,103875,0,1208636,0,-1,3200000,-1,2021-10-13.19:32:52
wiki-links,5710993,130160392,1,2,1660.288805,0,100000,284.911533,105861,0,2567980,0,-1,6400000,-1,2021-10-13.19:34:32
wiki-links,5710993,130160392,1,2,2408.075574,0,100000,330.820964,109850,0,5223602,0,-1,12800000,-1,2021-10-13.19:36:15
wiki-links,5710993,130160392,1,2,3611.560125,0,100000,434.702655,113149,0,14992004,0,-1,25600000,-1,2021-10-13.19:38:04
wiki-links,5710993,130160392,1,2,5730.407694,0,100000,546.801268,110030,0,22514408,0,-1,51200000,-1,2021-10-13.19:40:04
wiki-links,5710993,130160392,1,2,9148.429637,0,100000,873.690747,128984,0,59761088,0,-1,102400000,-1,2021-10-13.19:42:22
wikitalk,2394385,5021410,1,2,199.290918,0,100000,92.959776,107005,0,236476,0,-1,100000,-1,2021-10-13.19:42:24
wikitalk,2394385,5021410,1,2,214.449660,0,100000,106.287440,100738,0,590440,0,-1,200000,-1,2021-10-13.19:42:27
wikitalk,2394385,5021410,1,2,233.051121,0,100000,127.619800,101010,0,1672228,0,-1,400000,-1,2021-10-13.19:42:29
wikitalk,2394385,5021410,1,2,268.523905,0,100000,156.347972,100835,0,3582296,0,-1,800000,-1,2021-10-13.19:42:31
wikitalk,2394385,5021410,1,2,332.709908,0,100000,208.599473,100563,0,7520492,0,-1,1600000,-1,2021-10-13.19:42:34
wikitalk,2394385,5021410,1,2,446.307669,0,100000,300.599868,100686,0,15373244,0,-1,3200000,-1,2021-10-13.19:42:38
wikitalk,2394385,5021410,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:42:39
wikitalk,2394385,5021410,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:42:40
wikitalk,2394385,5021410,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:42:42
wikitalk,2394385,5021410,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:42:43
wikitalk,2394385,5021410,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:42:44
wiki_talk_en,2987536,24981163,1,2,251.732924,0,100000,92.742088,107458,0,253216,0,-1,100000,-1,2021-10-13.19:42:49
wiki_talk_en,2987536,24981163,1,2,262.969055,0,100000,110.328226,101253,0,667608,0,-1,200000,-1,2021-10-13.19:42:54
wiki_talk_en,2987536,24981163,1,2,284.561250,0,100000,131.474139,100492,0,1494778,0,-1,400000,-1,2021-10-13.19:43:00
wiki_talk_en,2987536,24981163,1,2,315.356909,0,100000,164.219575,100096,0,3153642,0,-1,800000,-1,2021-10-13.19:43:05
wiki_talk_en,2987536,24981163,1,2,377.092361,0,100000,236.288916,100798,0,8021196,0,-1,1600000,-1,2021-10-13.19:43:11
wiki_talk_en,2987536,24981163,1,2,484.331170,0,100000,336.002315,99781,0,13236662,0,-1,3200000,-1,2021-10-13.19:43:17
wiki_talk_en,2987536,24981163,1,2,669.965491,0,100000,606.373515,100642,0,33484108,0,-1,6400000,-1,2021-10-13.19:43:25
wiki_talk_en,2987536,24981163,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:43:29
wiki_talk_en,2987536,24981163,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:43:33
wiki_talk_en,2987536,24981163,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:43:37
wiki_talk_en,2987536,24981163,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:43:42
ba-1m-8m,1000000,7999964,1,3,29.403081,100000,0,102.882578,166972,172486,175378,2493486,-1,100000,-1,2021-10-13.19:43:45
ba-1m-8m,1000000,7999964,1,3,67.951596,100000,0,112.099719,129555,151754,169854,2098634,-1,200000,-1,2021-10-13.19:43:48
ba-1m-8m,1000000,7999964,1,3,123.555746,100000,0,102.773989,111814,163005,254941,1591390,-1,400000,-1,2021-10-13.19:43:52
ba-1m-8m,1000000,7999964,1,3,208.572510,100000,0,113.252352,109467,148500,281830,1548947,-1,800000,-1,2021-10-13.19:43:55
ba-1m-8m,1000000,7999964,1,3,321.134301,100000,0,125.227597,111962,162954,498142,1433443,-1,1600000,-1,2021-10-13.19:44:00
ba-1m-8m,1000000,7999964,1,3,432.987526,100000,0,163.634963,66432,195048,1624895,905084,-1,3200000,-1,2021-10-13.19:44:04
ba-1m-8m,1000000,7999964,1,3,561.107618,100000,0,144.693134,52159,149822,1467278,690859,-1,6400000,-1,2021-10-13.19:44:10
ba-1m-8m,1000000,7999964,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:44:13
ba-1m-8m,1000000,7999964,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.19:44:16
