model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
rmat-1m-8m,999760,7810950,1,3,584.078999,100000,0,456.865728,99350,132774,28380907,636296,-1,2021-08-19.22:18:45
ssca2,1048577,157877986,1,3,2208.938493,100000,0,11068.107879,1593024,1680600,125960680,12047850,-1,2021-08-19.22:20:08
wiki-links,5710993,130160392,1,3,10615.718001,100000,0,6150.405659,191694,224173,60181962,787557,-1,2021-08-19.22:22:55
wikitalk,2394385,5021410,1,3,619.323452,100000,0,301.672906,100031,108500,12714624,1068151,-1,2021-08-19.22:22:59
wiki_talk_en,2987536,24981163,1,3,931.556876,100000,0,468.453629,99940,109987,21760906,957810,-1,2021-08-19.22:23:07
ba-1m-8m,1000000,7999964,1,2,1041.820486,0,100000,338.450704,22104,0,155102,0,-1,2021-08-19.22:23:25
baidu,2141301,17794839,1,2,1755.049661,0,100000,437.354729,98783,0,5964239,0,-1,2021-08-19.22:23:58
dbpedia,3966925,13820853,1,2,2181.846983,0,100000,1199.492043,100830,0,988348,0,-1,2021-08-19.22:24:23
er-1m-8m,1000000,8000000,1,2,1196.845944,0,100000,481.207255,39830,0,438098,0,-1,2021-08-19.22:24:45
livej,4847571,68993773,1,2,4886.745742,0,100000,1196.156738,113041,0,8304743,0,-1,2021-08-19.22:25:53
patent,6009555,16518948,1,2,3676.701781,0,100000,458.486194,108118,0,1522549,0,-1,2021-08-19.22:26:41
pokec,1632804,30622564,1,2,2237.079515,0,100000,422.574206,87038,0,3489946,0,-1,2021-08-19.22:27:15
rmat-1m-8m,999760,7810950,1,2,616.623172,0,100000,431.019246,99545,0,20398257,0,-1,2021-08-19.22:27:21
ssca2,1048577,157877986,1,2,1342.621623,0,100000,2058.149119,1594168,0,120662458,0,-1,2021-08-19.22:28:43
wiki-links,5710993,130160392,1,2,9313.569206,0,100000,1220.056726,184422,0,47562220,0,-1,2021-08-19.22:31:38
wikitalk,2394385,5021410,1,2,763.792242,0,100000,89515.778919,100617,0,11255405,0,-1,2021-08-19.22:33:12
wiki_talk_en,2987536,24981163,1,2,1234.160783,0,100000,941.692914,101267,0,21166963,0,-1,2021-08-19.22:33:22
ba-1m-8m,1000000,7999964,1,3,1021.841287,0,100000,47.585901,22079,0,309698,22079,-1,2021-08-19.22:33:28
baidu,2141301,17794839,1,3,1804.900283,0,100000,301.790389,98190,0,11984378,98190,-1,2021-08-19.22:34:00
dbpedia,3966925,13820853,1,3,2072.776869,0,100000,825.580092,100825,0,2353510,100825,-1,2021-08-19.22:34:20
er-1m-8m,1000000,8000000,1,3,1337.627990,0,100000,53.481123,39288,0,863952,39288,-1,2021-08-19.22:34:31
livej,4847571,68993773,1,3,5744.848194,0,100000,218.585837,111274,0,16583106,111274,-1,2021-08-19.22:35:34
patent,6009555,16518948,1,3,4004.937633,0,100000,101.648477,105523,0,2921184,105523,-1,2021-08-19.22:36:12
pokec,1632804,30622564,1,3,2349.563155,0,100000,148.815718,86033,0,6824608,86033,-1,2021-08-19.22:36:43
rmat-1m-8m,999760,7810950,1,3,559.000946,0,100000,467.360534,100377,0,45287552,100377,-1,2021-08-19.22:36:48
ssca2,1048577,157877986,1,3,2211.705094,0,100000,1232.134848,1598761,0,242082360,1598761,-1,2021-08-19.22:38:02
wiki-links,5710993,130160392,1,3,10780.777721,0,100000,1102.338808,185365,0,99539766,185365,-1,2021-08-19.22:40:43
wikitalk,2394385,5021410,1,3,655.055526,0,100000,385.891241,99776,0,18825172,99776,-1,2021-08-19.22:40:47
wiki_talk_en,2987536,24981163,1,3,931.285200,0,100000,76381.123909,99970,0,34615060,99970,-1,2021-08-19.22:42:11
ba-1m-8m,1000000,7999964,1,2,1049.377136,100000,0,1494.687734,21968,111974,1880378,0,-1,2021-08-19.22:42:30
baidu,2141301,17794839,1,2,1721.871505,100000,0,447.550058,98704,119516,9930314,0,-1,2021-08-19.22:43:04
dbpedia,3966925,13820853,1,2,2187.566971,100000,0,528.997660,101238,117961,1784059,0,-1,2021-08-19.22:43:27
er-1m-8m,1000000,8000000,1,2,1097.769345,100000,0,378.413373,39340,55189,663786,0,-1,2021-08-19.22:43:51
livej,4847571,68993773,1,2,5149.257745,100000,0,1015.292890,110113,137926,10776947,0,-1,2021-08-19.22:44:59
patent,6009555,16518948,1,2,3804.446923,100000,0,814.992664,106069,156282,2367653,0,-1,2021-08-19.22:45:48
pokec,1632804,30622564,1,2,2015.573162,100000,0,606.338520,85542,124827,5858805,0,-1,2021-08-19.22:46:25
rmat-1m-8m,999760,7810950,1,2,599.972227,100000,0,433.739638,99575,119373,28156985,0,-1,2021-08-19.22:46:30
ssca2,1048577,157877986,1,2,1397.791865,100000,0,2428.644803,1592249,1651862,125353226,0,-1,2021-08-19.22:47:52
wiki-links,5710993,130160392,1,2,9906.377929,100000,0,1133.525110,188740,204151,53964571,0,-1,2021-08-19.22:50:49
wikitalk,2394385,5021410,1,2,1081.640942,100000,0,557.236546,100162,105467,12742412,0,-1,2021-08-19.22:50:54
wiki_talk_en,2987536,24981163,1,2,1196.688490,100000,0,572.945378,101081,107141,25997772,0,-1,2021-08-19.22:51:04
ba-1m-8m,1000000,7999964,1,3,964.337463,100000,0,314.636787,22037,166583,1835219,357418,-1,2021-08-19.22:51:10
baidu,2141301,17794839,1,3,1790.531710,100000,0,288.032529,98627,132765,10152357,811357,-1,2021-08-19.22:51:42
dbpedia,3966925,13820853,1,3,1992.889511,100000,0,149.469663,101376,128655,1704906,1120481,-1,2021-08-19.22:52:01
er-1m-8m,1000000,8000000,1,3,1478.065800,100000,0,110.776282,38953,66470,659848,432566,-1,2021-08-19.22:52:13
livej,4847571,68993773,1,3,5527.659908,100000,0,487.593739,112361,159383,11527168,787186,-1,2021-08-19.22:53:16
patent,6009555,16518948,1,3,3837.604079,100000,0,283.789074,107959,184502,2534718,1022721,-1,2021-08-19.22:53:54
pokec,1632804,30622564,1,3,2522.438214,100000,0,289.307908,86572,149288,6185176,728578,-1,2021-08-19.22:54:26
rmat-1m-8m,999760,7810950,1,3,542.484313,100000,0,512.718414,100780,133632,30581299,636417,-1,2021-08-19.22:54:31
ssca2,1048577,157877986,1,3,2216.559743,100000,0,11219.449948,1590341,1682399,126174507,11959239,-1,2021-08-19.22:55:55
wiki-links,5710993,130160392,1,3,10712.390661,100000,0,5108.411357,182661,211710,54910235,748797,-1,2021-08-19.22:58:42
wikitalk,2394385,5021410,1,3,628.282904,100000,0,293.181026,99885,108413,12544426,1077107,-1,2021-08-19.22:58:46
wiki_talk_en,2987536,24981163,1,3,880.074937,100000,0,572.517359,101139,111047,26247097,941914,-1,2021-08-19.22:58:55
ba-1m-8m,1000000,7999964,1,2,1059.812551,0,100000,329.219206,22184,0,155667,0,-1,2021-08-19.22:59:12
baidu,2141301,17794839,1,2,1704.561335,0,100000,512.605191,102641,0,10377061,0,-1,2021-08-19.22:59:45
dbpedia,3966925,13820853,1,2,2159.750114,0,100000,1126.090653,100126,0,957073,0,-1,2021-08-19.23:00:10
er-1m-8m,1000000,8000000,1,2,1052.850134,0,100000,476.566081,39248,0,431399,0,-1,2021-08-19.23:00:32
livej,4847571,68993773,1,2,5163.317151,0,100000,614.877212,112151,0,8144198,0,-1,2021-08-19.23:01:41
patent,6009555,16518948,1,2,3817.952717,0,100000,448.148192,105868,0,1480262,0,-1,2021-08-19.23:02:28
pokec,1632804,30622564,1,2,2001.923454,0,100000,332752.485154,85610,0,3357777,0,-1,2021-08-19.23:08:37
rmat-1m-8m,999760,7810950,1,2,618.158065,0,100000,451.752013,100703,0,22843667,0,-1,2021-08-19.23:08:44
ssca2,1048577,157877986,1,2,1343.730737,0,100000,2058.595038,1591836,0,120579847,0,-1,2021-08-19.23:10:06
wiki-links,5710993,130160392,1,2,9047.043109,0,100000,1230.063941,182975,0,47961437,0,-1,2021-08-19.23:13:00
wikitalk,2394385,5021410,1,2,773.230394,0,100000,84753.543827,99879,0,9276835,0,-1,2021-08-19.23:14:29
wiki_talk_en,2987536,24981163,1,2,1378.043410,0,100000,1792.170456,100024,0,17060457,0,-1,2021-08-19.23:14:41
ba-1m-8m,1000000,7999964,1,3,1003.463724,0,100000,47.581830,21906,0,307326,21906,-1,2021-08-19.23:14:47
baidu,2141301,17794839,1,3,1885.301410,0,100000,292.350517,98604,0,11773298,98604,-1,2021-08-19.23:15:19
dbpedia,3966925,13820853,1,3,1999.429978,0,100000,836.642511,101064,0,1984642,101064,-1,2021-08-19.23:15:39
er-1m-8m,1000000,8000000,1,3,1398.168692,0,100000,53.578695,38854,0,853882,38854,-1,2021-08-19.23:15:50
livej,4847571,68993773,1,3,5272.954658,0,100000,397656.657775,112186,0,17113614,112186,-1,2021-08-19.23:23:29
patent,6009555,16518948,1,3,3946.021798,0,100000,103.686013,107926,0,2996444,107926,-1,2021-08-19.23:24:08
pokec,1632804,30622564,1,3,2677.277797,0,100000,148.333247,86529,0,6874530,86529,-1,2021-08-19.23:24:40
rmat-1m-8m,999760,7810950,1,3,578.999785,0,100000,435.169469,99547,0,40880952,99547,-1,2021-08-19.23:24:45
ssca2,1048577,157877986,1,3,2217.681428,0,100000,1226.868549,1593823,0,241303078,1593823,-1,2021-08-19.23:25:59
wiki-links,5710993,130160392,1,3,11222.981258,0,100000,1222.212944,187416,0,110509192,187416,-1,2021-08-19.23:28:41
