I,T,t,l,w,Itime,Otime,Dtime,Mtime,tag#,subtag#,orepeat#,relabel#,maxtag#,morepeat#
80000000,2,22,0,32,3425.233574,12.388704,343.399262,3301.097747,50382641,159927736,0,2854562,3780,0
90000000,2,20,0,32,2356.874419,708.548854,757.176121,4790.707114,0,90000000,0,0,0,0
90000000,2,21,0,32,2731.329192,321.128735,726.628016,4378.888086,1128260,105795640,0,564130,0,0
90000000,2,22,0,32,2885.734186,14.589359,388.298522,4196.213812,56631456,179916680,0,3211310,3780,0
100000000,2,20,0,32,2607.201675,799.592647,852.594211,5324.629490,0,100000000,0,0,0,0
100000000,2,21,0,32,3063.896467,358.893146,817.486901,4885.879699,1249408,117491712,0,624704,0,0
100000000,2,22,0,32,4289.184195,17.022904,439.607107,4129.609700,63150549,199909936,0,3568212,3780,0
10000000,2,20,0,32,288.046682,38.232189,67.152826,515.543503,0,10000000,0,0,0,0
10000000,2,21,0,32,305.326487,26.388508,49.020124,472.420403,125388,11755432,0,62694,0,0
10000000,2,22,0,32,440.118460,1.260295,43.900403,433.183512,6269396,19990708,0,356811,2485,0
20000000,2,20,0,32,564.116589,70.900798,141.908560,1057.595190,0,20000000,0,0,0,0
20000000,2,21,0,32,580.199992,57.165425,115.469680,975.810705,249986,23499804,0,124993,0,0
20000000,2,22,0,32,765.920912,2.939857,82.677026,844.727571,12644312,39981948,0,713641,3780,0
30000000,2,20,0,32,830.165274,119.584228,219.175282,1541.663469,0,30000000,0,0,0,0
30000000,2,21,0,32,862.781441,91.905914,195.815545,1440.826022,376012,35264168,0,188006,0,0
30000000,2,22,0,32,945.337763,4.351448,126.434953,1254.500166,18916307,59972796,0,1070457,3780,0
40000000,2,20,0,32,1089.248410,198.412958,301.920832,2057.595377,0,40000000,0,0,0,0
40000000,2,21,0,32,1078.119162,129.066867,280.592122,2079.326957,500016,47000224,0,250008,0,0
40000000,2,22,0,32,1780.522139,5.579871,170.221572,1743.452911,25226158,79963476,0,1427267,3780,0
50000000,2,20,0,32,1351.979426,298.759757,388.371422,2647.555611,0,50000000,0,0,0,0
50000000,2,21,0,32,1341.197913,167.389521,368.142440,2548.110455,625064,58750896,0,312532,0,0
50000000,2,22,0,32,1681.180350,7.151959,220.694760,2209.877938,31488809,99953820,0,1784065,3780,0
60000000,2,20,0,32,1598.527777,402.665200,478.272552,3182.733168,0,60000000,0,0,0,0
60000000,2,21,0,32,1611.028848,206.177584,457.384011,3071.968125,749526,70493364,0,374763,0,0
60000000,2,22,0,32,2657.732396,10.469262,259.960215,2585.391366,37698661,119944500,0,2140875,3780,0
70000000,2,20,0,32,1857.117610,498.296527,569.565762,3621.900548,0,70000000,0,0,0,0
70000000,2,21,0,32,1877.723821,244.883345,549.445575,3672.484126,875606,82258484,0,437803,0,0
70000000,2,22,0,32,2228.442346,9.996331,303.952873,3192.534773,44001859,139935124,0,2497683,3780,0
80000000,2,20,0,32,2102.900253,602.779388,663.432635,4253.021794,0,80000000,0,0,0,0
80000000,2,21,0,32,2422.717075,283.367767,639.688131,3946.019856,1000092,94001288,0,500046,0,0
80000000,2,22,0,32,3492.250969,12.433696,345.576862,3537.746255,50386648,159926588,0,2854521,5139,0
90000000,2,20,0,32,2364.300252,695.680129,760.795119,4790.517549,0,90000000,0,0,0,0
90000000,2,21,0,32,2573.383258,321.326276,727.694482,4399.337506,1125984,105763776,0,562992,0,0
90000000,2,22,0,32,2635.730042,14.691444,388.830000,4185.619889,56738427,179917520,0,3211340,3780,0
100000000,2,20,0,32,2603.724035,790.007872,852.501310,5190.425628,0,100000000,0,0,0,0
100000000,2,21,0,32,3060.023492,358.697961,817.847836,4887.478822,1250862,117512068,0,625431,0,0
100000000,2,22,0,32,3776.733848,16.729053,431.391538,4549.247522,62948288,199908732,0,3568169,3780,0
10000000,2,20,0,32,288.038741,38.312234,67.724173,514.850101,0,10000000,0,0,0,0
10000000,2,21,0,32,281.622404,24.817341,49.075808,491.662201,124774,11746836,0,62387,0,0
10000000,2,22,0,32,505.095780,1.442532,42.322977,479.208562,6308149,19990820,0,356815,3780,0
20000000,2,20,0,32,559.342502,70.892540,142.373284,1057.521642,0,20000000,0,0,0,0
20000000,2,21,0,32,544.462420,57.232350,115.828529,1023.691353,250102,23501428,0,125051,0,0
20000000,2,22,0,32,825.495659,2.861084,82.833765,949.885087,12575182,39981948,0,713641,3780,0
30000000,2,20,0,32,832.022981,119.102870,219.713042,1541.058374,0,30000000,0,0,0,0
30000000,2,21,0,32,904.560512,91.816613,199.750761,1455.808034,374712,35245968,0,187356,0,0
30000000,2,22,0,32,1336.902813,4.516435,124.610978,1327.410414,18916890,59972684,0,1070453,3780,0
40000000,2,20,0,32,1091.419897,199.425107,301.570727,2116.579816,0,40000000,0,0,0,0
40000000,2,21,0,32,1074.009167,129.116284,280.230555,2030.670610,500656,47009184,0,250328,0,0
40000000,2,22,0,32,1551.189864,5.425664,169.099799,1783.823635,25110206,79962272,0,1427224,3780,0
50000000,2,20,0,32,1349.431215,297.692360,389.498082,2576.716371,0,50000000,0,0,0,0
50000000,2,21,0,32,1424.419193,167.457518,368.221335,2424.976512,625842,58761788,0,312921,0,0
50000000,2,22,0,32,1566.438595,6.953990,210.208493,2241.182471,31491814,99954072,0,1784074,3780,0
60000000,2,20,0,32,1608.025980,399.776366,478.590888,3183.400783,0,60000000,0,0,0,0
60000000,2,21,0,32,1820.102046,205.964991,457.000237,2920.604822,750856,70511984,0,375428,0,0
60000000,2,22,0,32,1965.381229,8.440064,250.944413,2736.798349,37863846,119945172,0,2140899,3780,0
70000000,2,20,0,32,1856.354534,501.391364,569.700272,3715.577772,0,70000000,0,0,0,0
70000000,2,21,0,32,1876.542507,244.942964,547.229392,3591.523631,875914,82262796,0,437957,0,0
70000000,2,22,0,32,3094.658222,10.421430,305.202675,3004.882328,44130200,139935852,0,2497709,5139,0
80000000,2,20,0,32,2107.024459,603.078654,663.500153,4144.416243,0,80000000,0,0,0,0
80000000,2,21,0,32,2446.015684,283.567602,638.341358,3903.156682,1000840,94011760,0,500420,0,0
80000000,2,22,0,32,2346.433657,12.290031,338.366277,3715.438130,50395091,159926532,0,2854519,3780,0
90000000,2,20,0,32,2358.106693,700.333005,757.521393,4669.423878,0,90000000,0,0,0,0
90000000,2,21,0,32,2756.499185,321.298211,727.015648,4397.037472,1126200,105766800,0,563100,0,0
90000000,2,22,0,32,3359.323473,14.342029,400.358985,3930.541035,56716287,179917240,0,3211330,3780,0
100000000,2,20,0,32,2603.160848,795.083007,852.477305,5325.184000,0,100000000,0,0,0,0
100000000,2,21,0,32,3037.298435,358.604652,817.358809,4873.363416,1250954,117513356,0,625477,0,0
100000000,2,22,0,32,3666.784875,16.741463,428.737481,4308.794744,62985363,199908928,0,3568176,3780,0
10000000,2,20,0,32,287.230192,38.289693,67.242544,528.993429,0,10000000,0,0,0,0
10000000,2,21,0,32,306.140418,27.128122,49.354831,471.718357,124678,11745492,0,62339,0,0
10000000,2,22,0,32,432.218371,1.480904,43.465007,418.723419,6293723,19990792,0,356814,2485,0
